date,day_of_week,month,season,hotel_id,room_type,base_price,occupancy_rate,rooms_available,bookings_last_7_days,bookings_last_14_days,bookings_last_30_days,cancellation_rate,average_booking_lead_time,temperature,rainfall,weather_condition,is_weekend,is_holiday,festival_importance,local_event,event_importance,competitor_price,historical_demand
2025-02-14,Friday,2,Shoulder,1,Standard,2500.0,82.6,4,17,32,74,11.3,3,25.9,1.9,Normal,True,False,None,None,None,3160.0,85.5
2025-03-22,Saturday,3,Shoulder,1,Suite,8000.0,80.5,4,13,23,51,10.3,7,26.0,1.1,Sunny,True,False,None,None,None,9080.0,75.8
2026-01-31,Saturday,1,Peak Winter,1,Premium,5000.0,92.3,1,17,35,72,13.7,11,16.7,0.0,Excellent,True,False,None,None,None,6160.0,89.3
2025-04-09,Wednesday,4,Summer,1,Premium,5000.0,50.3,11,9,21,38,6.3,18,27.3,3.2,Good,False,False,Medium,None,None,5400.0,59.9
2026-05-14,Thursday,5,Summer,1,Premium,5000.0,49.2,12,10,17,41,3.2,21,40.6,0.0,Normal,False,False,None,None,None,5350.0,41.7
2025-04-12,Saturday,4,Summer,1,Deluxe,3500.0,64.8,8,13,30,48,6.4,4,24.5,2.2,Normal,True,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,3610.0,69.5
2026-02-24,Tuesday,2,Shoulder,1,Suite,8000.0,64.5,8,9,15,33,12.3,7,30.5,3.0,Normal,False,False,None,None,None,9110.0,45.6
2026-04-07,Tuesday,4,Summer,1,Suite,8000.0,36.5,15,7,11,24,7.4,21,30.4,2.1,Sunny,False,False,None,None,None,7600.0,30.0
2025-05-26,Monday,5,Summer,1,Premium,5000.0,44.0,13,9,20,32,4.5,11,40.5,0.0,Extreme,False,False,None,None,None,4920.0,37.4
2026-03-09,Monday,3,Shoulder,1,Deluxe,3500.0,63.6,8,11,21,41,11.9,26,24.2,3.6,Sunny,False,False,Low,None,None,4110.0,69.6
2025-10-27,Monday,10,Shoulder,1,Suite,8000.0,66.3,8,9,18,37,13.6,12,27.9,1.9,Normal,False,False,None,None,None,8350.0,46.3
2025-10-08,Wednesday,10,Shoulder,1,Standard,2500.0,65.4,8,9,15,42,10.0,16,29.9,1.4,Sunny,False,False,None,None,None,2620.0,46.0
2026-04-06,Monday,4,Summer,1,Deluxe,3500.0,45.6,13,7,12,25,9.7,8,24.8,0.5,Sunny,False,False,None,None,None,3830.0,33.6
2025-12-21,Sunday,12,Peak Winter,1,Premium,5000.0,83.0,4,15,30,56,11.5,34,19.8,0.0,Good,True,False,None,None,None,6420.0,81.2
2025-11-05,Wednesday,11,Peak Winter,1,Premium,5000.0,81.6,4,17,33,72,6.7,15,14.3,0.0,Excellent,False,False,None,None,None,6300.0,70.0
2025-05-12,Monday,5,Summer,1,Standard,2500.0,40.8,14,6,10,20,6.4,37,41.3,0.0,Normal,False,False,None,None,None,2340.0,29.5
2025-08-19,Tuesday,8,Monsoon,1,Standard,2500.0,43.4,13,10,24,45,11.0,33,32.9,29.9,Rain,False,False,None,None,None,2640.0,39.4
2025-09-21,Sunday,9,Summer,1,Deluxe,3500.0,50.4,11,11,24,43,5.7,23,29.7,4.0,Good,True,False,None,International Medical Conference,Medium,3750.0,59.4
2026-06-11,Thursday,6,Summer,1,Premium,5000.0,42.7,13,6,12,27,8.0,7,43.1,0.0,Extreme,False,False,None,None,None,5010.0,30.3
2026-06-07,Sunday,6,Summer,1,Premium,5000.0,51.6,11,11,26,45,12.2,42,38.5,0.0,Normal,True,False,None,None,None,4940.0,59.8
2025-08-11,Monday,8,Monsoon,1,Standard,2500.0,39.0,14,8,13,33,10.0,16,28.3,42.2,Rain,False,False,None,None,None,2490.0,33.2
2025-07-21,Monday,7,Monsoon,1,Deluxe,3500.0,49.8,12,10,17,36,11.5,12,28.7,2.0,Normal,False,False,None,None,None,3640.0,41.9
2025-02-05,Wednesday,2,Shoulder,1,Suite,8000.0,66.6,8,13,30,52,9.9,8,31.3,4.8,Good,False,False,None,None,None,9140.0,55.2
2025-02-02,Sunday,2,Shoulder,1,Suite,8000.0,78.3,5,14,25,61,6.7,9,28.0,0.8,Normal,True,False,None,None,None,9220.0,77.1
2026-01-15,Thursday,1,Peak Winter,1,Deluxe,3500.0,77.5,5,11,21,45,10.5,38,23.8,0.0,Excellent,False,False,None,None,None,4100.0,55.2
2026-02-26,Thursday,2,Shoulder,1,Standard,2500.0,62.5,8,11,23,42,10.5,30,27.7,0.7,Normal,False,False,None,None,None,2830.0,49.2
2026-03-15,Sunday,3,Shoulder,1,Standard,2500.0,79.2,4,17,33,73,12.6,6,28.7,2.7,Good,True,False,None,None,None,2960.0,84.1
2025-07-04,Friday,7,Monsoon,1,Deluxe,3500.0,61.1,9,13,30,53,9.9,6,32.4,61.4,Rain,True,False,None,None,None,3760.0,68.1
2026-02-25,Wednesday,2,Shoulder,1,Standard,2500.0,71.8,6,10,17,44,4.7,23,27.7,2.7,Good,False,False,None,None,None,3040.0,50.7
2026-05-02,Saturday,5,Summer,1,Deluxe,3500.0,51.8,11,10,18,44,6.7,30,41.3,0.0,Extreme,True,False,None,None,None,3920.0,57.7
2026-05-10,Sunday,5,Summer,1,Deluxe,3500.0,52.7,11,10,22,36,8.1,6,39.1,0.0,Normal,True,False,None,None,None,3950.0,58.1
2025-08-24,Sunday,8,Monsoon,1,Suite,8000.0,62.7,8,14,28,52,4.7,8,28.9,53.8,Rain,True,False,None,None,None,8270.0,70.9
2026-01-04,Sunday,1,Peak Winter,1,Standard,2500.0,87.9,2,17,32,65,9.9,13,23.3,0.0,Sunny,True,False,None,None,None,3100.0,87.6
2025-07-06,Sunday,7,Monsoon,1,Premium,5000.0,61.4,9,11,19,46,8.1,3,32.6,2.0,Normal,True,False,None,None,None,5620.0,63.7
2025-02-28,Friday,2,Shoulder,1,Standard,2500.0,79.7,4,16,32,67,8.2,25,29.5,0.3,Good,True,False,None,None,None,2900.0,82.1
2026-01-21,Wednesday,1,Peak Winter,1,Deluxe,3500.0,76.4,5,14,26,60,7.6,10,20.6,0.0,Sunny,False,False,None,None,None,3890.0,61.4
2025-07-16,Wednesday,7,Monsoon,1,Standard,2500.0,45.5,13,11,24,46,13.3,14,30.2,20.5,Rain,False,False,None,None,None,2660.0,42.4
2026-06-15,Monday,6,Summer,1,Standard,2500.0,31.4,16,8,20,34,12.7,7,38.4,0.0,Extreme,False,False,None,None,None,2370.0,30.2
2025-08-08,Friday,8,Monsoon,1,Suite,8000.0,55.9,10,13,27,53,5.9,17,28.9,2.0,Normal,True,False,None,None,None,8890.0,65.9
2025-12-30,Tuesday,12,Peak Winter,1,Premium,5000.0,78.2,5,13,29,53,13.5,7,17.5,0.0,Excellent,False,True,None,New Year Gala Eve,Peak,5970.0,59.9
2026-03-31,Tuesday,3,Shoulder,1,Premium,5000.0,66.4,8,13,24,49,14.0,7,27.6,2.4,Good,False,False,None,None,None,5460.0,55.2
2025-04-11,Friday,4,Summer,1,Suite,8000.0,53.5,11,12,26,51,10.1,3,28.9,1.0,Normal,True,False,Medium,None,None,8850.0,82.8
2026-03-04,Wednesday,3,Shoulder,1,Premium,5000.0,69.4,7,12,26,45,12.6,9,27.6,4.1,Sunny,False,False,None,None,None,5400.0,54.2
2025-06-02,Monday,6,Summer,1,Premium,5000.0,42.7,13,9,16,33,4.8,15,42.9,0.0,Normal,False,False,None,None,None,5390.0,36.9
2025-10-16,Thursday,10,Shoulder,1,Deluxe,3500.0,65.8,8,9,16,31,4.6,66,31.8,2.2,Sunny,False,False,None,None,None,4130.0,46.1
2025-09-10,Wednesday,9,Summer,1,Premium,5000.0,41.5,14,7,11,24,7.9,32,25.0,1.5,Good,False,False,None,None,None,4950.0,32.0
2025-09-24,Wednesday,9,Summer,1,Standard,2500.0,40.7,14,9,20,32,4.2,8,28.1,0.9,Sunny,False,False,None,None,None,2510.0,36.1
2026-03-13,Friday,3,Shoulder,1,Suite,8000.0,81.2,4,16,32,63,10.9,13,25.4,3.4,Good,True,False,None,None,None,9720.0,82.7
2026-04-09,Thursday,4,Summer,1,Suite,8000.0,44.6,13,9,22,40,5.3,10,31.6,0.7,Normal,False,False,Medium,None,None,7390.0,57.6
2026-04-18,Saturday,4,Summer,1,Deluxe,3500.0,51.9,11,12,23,50,9.6,13,29.9,4.7,Good,True,False,None,None,None,3380.0,62.2
2025-02-26,Wednesday,2,Shoulder,1,Suite,8000.0,64.5,8,11,21,47,8.5,29,26.0,2.6,Sunny,False,False,None,None,None,8520.0,50.0
2026-01-10,Saturday,1,Peak Winter,1,Suite,8000.0,86.4,3,13,24,50,7.0,5,15.9,0.0,Excellent,True,False,None,None,None,10050.0,78.2
2025-07-04,Friday,7,Monsoon,1,Premium,5000.0,59.4,9,10,21,38,4.3,9,29.9,2.0,Normal,True,False,None,None,None,5120.0,60.8
2025-04-24,Thursday,4,Summer,1,Premium,5000.0,45.2,13,11,21,48,10.8,52,27.4,0.4,Normal,False,False,None,None,None,5230.0,42.3
2026-03-17,Tuesday,3,Shoulder,1,Standard,2500.0,72.5,6,14,29,51,8.2,37,27.1,4.9,Sunny,False,False,None,None,None,2780.0,59.8
2026-06-26,Friday,6,Summer,1,Standard,2500.0,52.9,11,11,19,47,11.8,35,41.1,0.0,Normal,True,False,None,None,None,2650.0,60.4
2025-11-23,Sunday,11,Peak Winter,1,Deluxe,3500.0,85.6,3,14,32,56,10.7,8,18.5,0.0,Excellent,True,False,None,None,None,4230.0,80.0
2025-07-29,Tuesday,7,Monsoon,1,Suite,8000.0,41.3,14,6,11,21,5.1,28,32.1,56.8,Rain,False,False,None,None,None,7490.0,29.7
2026-06-03,Wednesday,6,Summer,1,Standard,2500.0,48.8,12,6,10,20,5.3,40,41.4,0.0,Extreme,False,False,None,None,None,2560.0,32.7
2026-03-07,Saturday,3,Shoulder,1,Suite,8000.0,76.1,5,14,32,59,3.7,9,30.2,4.0,Good,True,False,Low,None,None,8880.0,96.2
2026-01-24,Saturday,1,Peak Winter,1,Suite,8000.0,87.0,3,14,31,61,10.6,22,21.6,0.0,Good,True,True,None,None,None,9870.0,80.6
2025-02-12,Wednesday,2,Shoulder,1,Standard,2500.0,66.9,7,13,24,57,11.0,26,25.3,1.1,Normal,False,False,None,None,None,2650.0,55.4
2025-12-29,Monday,12,Peak Winter,1,Standard,2500.0,77.8,5,12,27,45,8.0,33,22.0,0.0,Sunny,False,True,None,New Year Gala Eve,Peak,2770.0,57.5
2026-03-16,Monday,3,Shoulder,1,Suite,8000.0,61.3,9,12,28,51,7.6,10,31.7,4.2,Good,False,False,None,None,None,8180.0,50.9
2026-04-04,Saturday,4,Summer,1,Premium,5000.0,53.0,11,8,13,33,4.2,15,28.3,1.6,Good,True,False,None,None,None,5450.0,53.8
2026-06-09,Tuesday,6,Summer,1,Suite,8000.0,44.5,13,10,24,42,4.1,20,40.8,0.0,Normal,False,False,None,None,None,8330.0,39.8
2026-01-11,Sunday,1,Peak Winter,1,Deluxe,3500.0,88.6,2,18,38,76,8.6,18,19.5,0.0,Excellent,True,False,None,None,None,4130.0,90.1
2025-03-20,Thursday,3,Shoulder,1,Suite,8000.0,56.3,10,8,18,28,3.9,10,25.7,3.3,Sunny,False,False,None,None,None,8840.0,40.1
2026-02-05,Thursday,2,Shoulder,1,Standard,2500.0,64.9,8,14,27,58,8.4,8,24.5,2.9,Good,False,False,None,None,None,2720.0,56.8
2025-12-26,Friday,12,Peak Winter,1,Deluxe,3500.0,98.0,1,16,31,65,11.3,14,19.7,0.0,Sunny,True,False,Major,None,None,4650.0,100.0
2025-06-15,Sunday,6,Summer,1,Suite,8000.0,53.5,11,9,17,34,6.7,3,42.6,0.0,Extreme,True,False,None,None,None,7920.0,56.2
2025-10-02,Thursday,10,Shoulder,1,Deluxe,3500.0,70.9,6,11,26,45,7.8,23,31.4,0.2,Normal,False,False,None,None,None,3980.0,52.6
2025-11-11,Tuesday,11,Peak Winter,1,Suite,8000.0,80.9,4,12,24,44,10.8,12,20.4,0.0,Good,False,False,None,None,None,9380.0,58.8
2026-02-07,Saturday,2,Shoulder,1,Standard,2500.0,73.8,6,16,34,65,3.1,5,29.6,0.8,Sunny,True,False,None,None,None,2920.0,79.7
2025-03-19,Wednesday,3,Shoulder,1,Premium,5000.0,62.6,8,12,26,52,12.2,7,28.4,0.1,Sunny,False,False,None,None,None,5380.0,51.4
2025-01-02,Thursday,1,Peak Winter,1,Deluxe,3500.0,79.4,4,13,30,52,3.2,13,18.0,0.0,Sunny,False,False,None,None,None,4430.0,60.4
2025-10-28,Tuesday,10,Shoulder,1,Deluxe,3500.0,71.8,6,11,26,47,6.0,7,29.8,4.8,Good,False,False,None,None,None,3940.0,52.9
2025-07-06,Sunday,7,Monsoon,1,Premium,5000.0,47.9,12,8,20,38,3.6,6,31.4,30.7,Rain,True,False,None,None,None,4820.0,51.7
2025-01-19,Sunday,1,Peak Winter,1,Suite,8000.0,92.0,1,16,29,70,3.2,7,21.9,0.0,Sunny,True,False,None,None,None,9890.0,87.0
2025-11-09,Sunday,11,Peak Winter,1,Standard,2500.0,88.6,2,18,40,78,6.0,18,19.2,0.0,Excellent,True,False,None,None,None,2900.0,90.0
2026-01-14,Wednesday,1,Peak Winter,1,Standard,2500.0,79.9,4,14,29,60,7.1,49,17.3,0.0,Excellent,False,False,None,None,None,2850.0,62.8
2025-07-07,Monday,7,Monsoon,1,Standard,2500.0,43.9,13,7,14,29,7.0,33,28.6,40.5,Heavy Rain,False,False,None,None,None,2610.0,32.9
2025-03-23,Sunday,3,Shoulder,1,Standard,2500.0,92.9,1,17,36,74,7.6,4,27.4,4.7,Sunny,True,False,Major,None,None,3280.0,100.0
2025-06-10,Tuesday,6,Summer,1,Suite,8000.0,42.4,13,10,18,42,11.7,22,38.8,0.0,Extreme,False,False,None,None,None,8640.0,39.0
2025-03-08,Saturday,3,Shoulder,1,Premium,5000.0,80.5,4,14,31,52,6.3,38,24.3,3.4,Sunny,True,False,Low,None,None,6030.0,98.0
2025-04-30,Wednesday,4,Summer,1,Standard,2500.0,35.5,15,4,7,13,10.9,14,29.4,1.1,Sunny,False,False,None,None,None,2400.0,23.0
2026-05-13,Wednesday,5,Summer,1,Standard,2500.0,40.4,14,5,13,24,6.3,38,39.6,0.0,Extreme,False,False,None,None,None,2280.0,27.2
2025-02-23,Sunday,2,Shoulder,1,Premium,5000.0,74.7,6,12,26,54,10.7,22,28.1,2.7,Good,True,False,None,None,None,5910.0,71.3
2025-04-14,Monday,4,Summer,1,Premium,5000.0,56.5,10,13,25,58,3.7,17,28.7,2.3,Good,False,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,5200.0,51.2
2025-12-10,Wednesday,12,Peak Winter,1,Deluxe,3500.0,91.4,2,17,37,74,5.0,30,16.1,0.0,Excellent,False,False,None,Royal Destination Wedding Season,High,4440.0,73.9
2026-03-12,Thursday,3,Shoulder,1,Premium,5000.0,64.8,8,13,23,58,4.7,24,30.1,2.1,Normal,False,False,None,None,None,5590.0,54.5
2025-11-08,Saturday,11,Peak Winter,1,Standard,2500.0,90.4,2,15,33,56,12.5,8,22.3,0.0,Good,True,False,None,None,None,3020.0,84.1
2025-09-18,Thursday,9,Summer,1,Deluxe,3500.0,41.3,14,5,11,16,12.8,20,29.5,4.9,Normal,False,False,None,International Medical Conference,Medium,3360.0,27.5
2026-01-02,Friday,1,Peak Winter,1,Deluxe,3500.0,88.3,2,17,31,74,10.5,11,19.4,0.0,Sunny,True,False,None,None,None,4550.0,87.7
2025-11-25,Tuesday,11,Peak Winter,1,Deluxe,3500.0,73.3,6,11,24,43,11.1,21,14.3,0.0,Excellent,False,False,None,None,None,3960.0,53.5
2025-04-07,Monday,4,Summer,1,Deluxe,3500.0,43.6,13,7,15,31,8.9,9,30.1,0.7,Normal,False,False,None,None,None,3780.0,32.9
2026-03-02,Monday,3,Shoulder,1,Suite,8000.0,66.3,8,13,28,56,10.7,12,28.9,0.2,Sunny,False,False,None,None,None,9260.0,55.1
2026-04-03,Friday,4,Summer,1,Premium,5000.0,48.2,12,7,15,27,12.5,8,26.8,4.3,Good,True,False,None,None,None,4870.0,49.7
2025-05-30,Friday,5,Summer,1,Standard,2500.0,53.5,11,11,25,41,9.8,17,42.2,0.0,Normal,True,False,None,None,None,2520.0,60.6
2025-12-01,Monday,12,Peak Winter,1,Suite,8000.0,83.9,3,13,26,54,5.8,7,15.9,0.0,Good,False,False,None,None,None,9820.0,62.2
2025-06-01,Sunday,6,Summer,1,Standard,2500.0,58.3,10,12,27,43,3.5,34,44.0,0.0,Normal,True,False,None,None,None,2780.0,64.7
2026-04-23,Thursday,4,Summer,1,Premium,5000.0,42.8,13,10,20,44,10.5,8,26.9,4.6,Normal,False,False,None,None,None,4990.0,39.1
2025-11-13,Thursday,11,Peak Winter,1,Suite,8000.0,91.9,1,17,36,72,12.1,28,20.2,0.0,Sunny,False,False,None,Pushkar Camel Fair,High,10460.0,74.2
2025-01-08,Wednesday,1,Peak Winter,1,Premium,5000.0,70.7,7,14,25,56,7.1,17,20.0,0.0,Good,False,False,None,None,None,5990.0,59.1
2025-05-12,Monday,5,Summer,1,Suite,8000.0,39.6,14,10,22,46,4.1,8,42.6,0.0,Extreme,False,False,None,None,None,7500.0,37.8
2026-01-08,Thursday,1,Peak Winter,1,Deluxe,3500.0,79.1,5,13,27,53,8.3,7,19.1,0.0,Good,False,False,None,None,None,4120.0,60.3
2026-03-07,Saturday,3,Shoulder,1,Suite,8000.0,70.9,6,14,26,51,8.2,11,31.5,0.0,Sunny,True,False,Low,None,None,8650.0,94.2
2026-03-21,Saturday,3,Shoulder,1,Suite,8000.0,74.5,6,11,22,43,5.2,14,30.2,0.9,Good,True,False,None,None,None,8970.0,69.0
2025-04-05,Saturday,4,Summer,1,Suite,8000.0,57.5,10,11,19,44,12.7,39,24.4,3.3,Good,True,False,None,None,None,8210.0,62.2
2025-08-13,Wednesday,8,Monsoon,1,Premium,5000.0,50.2,11,7,17,26,7.4,15,32.9,2.0,Normal,False,True,None,None,None,5230.0,35.5
2025-12-12,Friday,12,Peak Winter,1,Deluxe,3500.0,98.0,1,20,40,81,13.3,11,20.2,0.0,Sunny,True,False,None,Royal Destination Wedding Season,High,4550.0,98.2
2025-08-27,Wednesday,8,Monsoon,1,Premium,5000.0,53.5,11,9,16,41,7.4,12,28.4,2.0,Normal,False,False,None,None,None,5630.0,41.2
2026-03-18,Wednesday,3,Shoulder,1,Premium,5000.0,66.5,8,11,19,50,7.4,7,30.7,3.5,Good,False,False,None,None,None,5520.0,50.8
2025-04-13,Sunday,4,Summer,1,Premium,5000.0,64.9,8,10,20,35,3.7,54,30.8,0.7,Sunny,True,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,5810.0,62.9
2025-06-01,Sunday,6,Summer,1,Deluxe,3500.0,56.3,10,8,18,32,10.7,10,43.2,0.0,Extreme,True,False,None,None,None,3690.0,55.1
2026-05-18,Monday,5,Summer,1,Deluxe,3500.0,44.6,13,6,14,21,4.1,25,42.2,0.0,Normal,False,False,None,None,None,3640.0,31.0
2025-06-12,Thursday,6,Summer,1,Suite,8000.0,32.7,16,6,9,26,5.1,17,40.5,0.0,Normal,False,False,None,None,None,7750.0,26.3
2026-01-15,Thursday,1,Peak Winter,1,Premium,5000.0,80.9,4,16,35,67,8.7,29,16.3,0.0,Good,False,False,None,None,None,6180.0,67.6
2025-07-19,Saturday,7,Monsoon,1,Premium,5000.0,59.4,9,11,24,45,11.3,3,29.5,2.0,Normal,True,False,None,None,None,5240.0,63.0
2025-09-13,Saturday,9,Summer,1,Suite,8000.0,53.9,11,9,16,37,3.3,5,28.9,2.4,Sunny,True,False,None,None,None,8030.0,56.4
2025-06-08,Sunday,6,Summer,1,Standard,2500.0,54.1,11,7,15,28,12.3,5,39.8,0.0,Normal,True,False,None,None,None,2450.0,52.0
2025-05-22,Thursday,5,Summer,1,Suite,8000.0,41.9,13,7,13,25,8.5,9,38.6,0.0,Extreme,False,False,None,None,None,8500.0,32.2
2025-07-07,Monday,7,Monsoon,1,Standard,2500.0,47.3,12,9,17,40,12.1,20,28.4,26.6,Heavy Rain,False,False,None,None,None,2650.0,38.7
2026-06-05,Friday,6,Summer,1,Deluxe,3500.0,54.1,11,11,20,49,7.8,20,41.8,0.0,Normal,True,False,None,None,None,3880.0,60.8
2025-10-03,Friday,10,Shoulder,1,Standard,2500.0,77.5,5,15,30,66,7.7,13,30.4,4.3,Sunny,True,False,None,None,None,3030.0,79.0
2025-02-12,Wednesday,2,Shoulder,1,Standard,2500.0,63.3,8,12,25,47,11.7,10,31.6,0.7,Normal,False,False,None,None,None,2570.0,51.7
2025-11-22,Saturday,11,Peak Winter,1,Premium,5000.0,85.9,3,18,35,69,4.8,46,23.8,0.0,Sunny,True,False,None,None,None,6350.0,88.9
2025-11-03,Monday,11,Peak Winter,1,Deluxe,3500.0,90.0,2,16,29,62,8.5,19,15.6,0.0,Good,False,False,Peak,None,None,4560.0,91.2
2025-11-08,Saturday,11,Peak Winter,1,Suite,8000.0,87.5,2,14,28,53,12.3,13,20.5,0.0,Excellent,True,False,None,None,None,9370.0,80.8
2026-04-30,Thursday,4,Summer,1,Suite,8000.0,37.7,14,6,13,22,11.4,7,25.4,1.5,Sunny,False,False,None,None,None,7270.0,28.3
2026-01-03,Saturday,1,Peak Winter,1,Premium,5000.0,81.7,4,14,28,59,13.5,3,20.7,0.0,Sunny,True,False,None,None,None,6300.0,78.5
2025-12-25,Thursday,12,Peak Winter,1,Premium,5000.0,98.0,1,15,30,59,8.2,24,19.9,0.0,Sunny,False,False,Major,None,None,6530.0,92.2
2025-09-16,Tuesday,9,Summer,1,Premium,5000.0,37.9,14,8,18,30,10.7,31,26.8,3.1,Sunny,False,False,None,None,None,5090.0,32.8
2025-04-18,Friday,4,Summer,1,Standard,2500.0,55.4,10,8,14,33,4.1,33,24.4,1.1,Good,True,False,None,None,None,2830.0,54.8
2026-04-09,Thursday,4,Summer,1,Suite,8000.0,48.3,12,9,18,41,4.1,25,24.7,1.8,Good,False,False,Medium,None,None,7570.0,59.1
2026-06-14,Sunday,6,Summer,1,Deluxe,3500.0,47.7,12,6,9,19,12.9,15,43.9,0.0,Normal,True,False,None,None,None,3450.0,47.3
2026-05-06,Wednesday,5,Summer,1,Standard,2500.0,48.4,12,6,13,22,12.6,15,40.1,0.0,Normal,False,False,None,None,None,2700.0,32.6
2025-02-24,Monday,2,Shoulder,1,Standard,2500.0,60.2,9,9,18,37,4.7,7,27.3,4.7,Sunny,False,False,None,None,None,2870.0,43.9
2025-09-05,Friday,9,Summer,1,Deluxe,3500.0,64.1,8,11,23,45,13.2,13,27.1,4.9,Sunny,True,False,None,None,None,3990.0,64.8
2025-05-27,Tuesday,5,Summer,1,Standard,2500.0,38.5,14,5,9,20,8.1,14,39.8,0.0,Extreme,False,False,None,None,None,2270.0,26.4
2025-07-09,Wednesday,7,Monsoon,1,Standard,2500.0,39.4,14,6,11,19,9.6,12,28.8,59.5,Heavy Rain,False,False,None,None,None,2520.0,29.0
2026-03-04,Wednesday,3,Shoulder,1,Deluxe,3500.0,64.4,8,10,17,35,12.4,7,31.1,4.9,Normal,False,False,None,None,None,3750.0,47.8
2026-05-03,Sunday,5,Summer,1,Premium,5000.0,54.2,10,11,24,48,9.8,16,38.8,0.0,Normal,True,False,None,None,None,5610.0,60.9
2026-05-22,Friday,5,Summer,1,Premium,5000.0,51.5,11,8,19,34,13.9,79,41.0,0.0,Extreme,True,False,None,None,None,5130.0,53.2
2026-04-12,Sunday,4,Summer,1,Standard,2500.0,66.6,8,12,28,45,9.1,13,27.8,0.9,Sunny,True,False,None,IPL Cricket Match (Sawai Mansingh Stadium),Very High,2600.0,68.1
2026-02-23,Monday,2,Shoulder,1,Suite,8000.0,62.3,9,11,19,40,5.0,13,28.6,3.5,Good,False,False,None,None,None,9440.0,49.1
2026-05-10,Sunday,5,Summer,1,Deluxe,3500.0,52.9,11,11,26,39,13.2,46,39.2,0.0,Normal,True,False,None,None,None,3510.0,60.4
2025-02-19,Wednesday,2,Shoulder,1,Suite,8000.0,63.2,8,11,26,46,7.8,11,29.0,1.9,Good,False,False,None,None,None,8990.0,49.5
2025-12-13,Saturday,12,Peak Winter,1,Premium,5000.0,84.0,3,18,33,75,9.4,11,19.0,0.0,Good,True,False,None,None,None,6050.0,88.2
2026-06-21,Sunday,6,Summer,1,Standard,2500.0,50.5,11,7,18,28,13.5,11,39.0,0.0,Normal,True,False,None,None,None,2530.0,50.6
2025-05-13,Tuesday,5,Summer,1,Premium,5000.0,44.1,13,6,14,24,4.5,7,41.6,0.0,Normal,False,False,None,None,None,4880.0,30.8
2025-01-29,Wednesday,1,Peak Winter,1,Deluxe,3500.0,92.3,1,17,31,73,4.9,22,19.4,0.0,Good,False,False,None,Jaipur Literature Festival,High,4640.0,74.3
2026-05-01,Friday,5,Summer,1,Standard,2500.0,52.3,11,7,16,31,11.5,28,43.8,0.0,Normal,True,False,None,None,None,2670.0,51.3
2025-08-02,Saturday,8,Monsoon,1,Standard,2500.0,53.8,11,8,19,27,6.2,48,31.1,48.9,Rain,True,False,None,None,None,2710.0,54.1
2026-06-28,Sunday,6,Summer,1,Deluxe,3500.0,50.9,11,7,18,34,13.0,16,40.4,0.0,Normal,True,False,None,None,None,3350.0,50.8
2025-02-10,Monday,2,Shoulder,1,Premium,5000.0,71.6,6,15,33,65,9.9,15,31.8,4.9,Sunny,False,False,None,None,None,5880.0,61.6
2025-03-15,Saturday,3,Shoulder,1,Deluxe,3500.0,77.8,5,15,30,55,7.9,12,31.1,2.9,Good,True,False,None,None,None,4040.0,79.1
2026-02-03,Tuesday,2,Shoulder,1,Deluxe,3500.0,65.7,8,12,22,45,8.0,49,26.4,4.9,Sunny,False,False,None,None,None,4110.0,52.7
2025-09-21,Sunday,9,Summer,1,Standard,2500.0,51.0,11,11,21,42,12.8,11,30.8,2.1,Normal,True,False,None,International Medical Conference,Medium,2420.0,59.6
2025-05-29,Thursday,5,Summer,1,Suite,8000.0,50.0,11,9,21,33,5.6,8,39.8,0.0,Normal,False,False,None,None,None,8830.0,39.8
2026-06-29,Monday,6,Summer,1,Deluxe,3500.0,47.9,12,6,9,22,8.0,9,40.4,0.0,Normal,False,False,None,None,None,3840.0,32.4
2025-11-11,Tuesday,11,Peak Winter,1,Suite,8000.0,75.4,5,13,24,50,3.6,22,21.4,0.0,Good,False,False,None,None,None,9020.0,58.7
2026-01-11,Sunday,1,Peak Winter,1,Deluxe,3500.0,84.5,3,14,25,56,13.0,8,14.3,0.0,Sunny,True,False,None,None,None,4310.0,79.6
2025-02-04,Tuesday,2,Shoulder,1,Deluxe,3500.0,66.7,7,11,19,46,8.6,22,30.6,3.4,Sunny,False,False,None,None,None,4070.0,50.9
2026-05-24,Sunday,5,Summer,1,Standard,2500.0,53.5,11,12,27,44,4.6,14,42.7,0.0,Extreme,True,False,None,None,None,2810.0,62.8
2026-05-16,Saturday,5,Summer,1,Standard,2500.0,58.6,9,9,15,39,10.8,3,39.1,0.0,Normal,True,False,None,None,None,2740.0,58.2
2026-01-16,Friday,1,Peak Winter,1,Suite,8000.0,89.4,2,14,27,62,4.0,4,22.9,0.0,Good,True,False,None,None,None,9460.0,81.5
2025-02-21,Friday,2,Shoulder,1,Standard,2500.0,71.4,6,11,22,42,4.5,37,27.7,0.3,Normal,True,False,None,None,None,2760.0,67.7
2026-01-18,Sunday,1,Peak Winter,1,Premium,5000.0,92.3,1,19,36,82,8.3,5,20.6,0.0,Good,True,False,None,None,None,6230.0,93.7
2025-04-23,Wednesday,4,Summer,1,Suite,8000.0,46.3,12,9,20,38,12.1,12,29.8,4.0,Good,False,False,None,None,None,8100.0,38.3
